Record Type,Date and Time,Tree Num,Average Above PAR,Average Below PAR,Leaf Distribution [Χ],Zenith Angle,Latitude,Longitude,Zenith,Fb,K,Tau,LAI
SUM,5/26/2022 13:30,2303,2044.885254,648.5,1,15,34,-120,15.01242638,0.905367076,0.521741109,0.317132709,2.236831568
SUM,5/26/2022 13:32,2301,2043.762207,402.2,1,15,34,-120,15.18323708,0.905367076,0.5221609,0.196793932,3.163917456
SUM,5/26/2022 13:33,2332,2042.675781,1290.5,1,15,34,-120,15.35376263,0.905367076,0.5225853,0.631769374,0.893151063
SUM,5/26/2022 13:34,2331,2041.650391,258.7,1,16,34,-120,15.51932144,0.905367076,0.523002436,0.126711214,4.014940694
SUM,5/26/2022 13:36,2374,2038.452148,753.2,1,16,34,-120,15.73440552,0.905367076,0.523551884,0.369496042,1.933133994
SUM,5/26/2022 13:38,2325,2035.369873,1084,1,16,34,-120,15.94550133,0.905367076,0.524099456,0.532581333,1.222124189
SUM,5/26/2022 13:39,2323,2032.958984,582.5,1,16,34,-120,16.11464691,0.905367076,0.524544182,0.286528161,2.422763061
SUM,5/26/2022 13:41,2317,2030.859375,1063.9,1,16,34,-120,16.29384041,0.905367076,0.525021146,0.523866897,1.252143038
SUM,5/26/2022 13:42,2321,2028.833008,1282,1,16,34,-120,16.47883415,0.905367076,0.525519858,0.63189035,0.8882843
SUM,5/26/2022 13:43,2320,2026.928711,1089.6,1,17,34,-120,16.65590477,0.905367076,0.526003239,0.537562073,1.200139555
SUM,5/26/2022 13:44,2319,2025.366211,1237.4,1,17,34,-120,16.80345345,0.905367076,0.526410552,0.610951241,0.952040871
SUM,5/26/2022 13:45,2318,2023.278809,797.9,1,17,34,-120,16.94356918,0.905367076,0.526801167,0.394359886,1.796642136
SUM,5/26/2022 13:46,2316,2020.861816,1168.9,1,17,34,-120,17.09965515,0.905367076,0.527240702,0.57841659,1.056272814
SUM,5/26/2022 13:48,2314/2315,2017.858887,737.8,1,17,34,-120,17.29634476,0.905367076,0.527801206,0.365635082,1.939353235
SUM,5/26/2022 13:49,2311/2312,2015.515137,953.9,1,17,34,-120,17.45192719,0.905367076,0.528249825,0.47327851,1.440847504
SUM,5/26/2022 13:50,2313,2013.214111,1167.1,1,18,34,-120,17.61916733,0.905367076,0.528737263,0.579719759,1.049248927
SUM,5/26/2022 13:51,2310,2011.505127,897.1,1,18,34,-120,17.75834274,0.905367076,0.529147029,0.445984446,1.552881967
SUM,5/27/2022 13:28,2024,1774.047852,580.8,1,15,34,-120,14.64174938,0.826868236,0.520848338,0.327386885,2.053436353
SUM,5/27/2022 13:30,2023,1779.296875,384.6,1,15,34,-120,14.80289936,0.828980446,0.52123341,0.216152799,2.819524039
SUM,5/27/2022 13:31,2022,1791.381836,494.7,1,15,34,-120,14.96961784,0.833248377,0.521636734,0.27615553,2.374454673
SUM,5/27/2022 13:33,2025,1808.703613,648.4,1,15,34,-120,15.21793652,0.839267433,0.522246828,0.358488807,1.899467372
SUM,5/27/2022 13:35,2020,1812.286377,463,1,15,34,-120,15.4095974,0.840868354,0.522725417,0.255478387,2.52774183
SUM,5/27/2022 13:38,2027,1772.53418,547.3,1,16,34,-120,15.75626469,0.82940048,0.523608203,0.308766966,2.155709673
SUM,5/27/2022 14:13,2088,1936.450195,570.7,1,21,34,-120,21.20562363,0.90037328,0.540534416,0.294714525,2.296569942
SUM,5/27/2022 14:15,2086,1909.997559,548,1,22,34,-120,21.55137253,0.892347038,0.541812816,0.286911362,2.328396242
SUM,5/27/2022 14:17,2093,1869.885254,382.4,1,22,34,-120,21.91797638,0.880283296,0.543196607,0.204504527,2.927588291
SUM,5/27/2022 14:18,2087,1843.035889,480.4,1,22,34,-120,22.16514397,0.872644961,0.544146166,0.260656888,2.462876115
SUM,5/27/2022 14:21,2091,1774.926758,253,1,23,34,-120,22.63641739,0.853348136,0.545994152,0.142541093,3.510318386
SUM,5/27/2022 14:24,2092,1688.317871,376.3,1,23,34,-120,23.13665581,0.827615619,0.548010207,0.222884568,2.649517441
SUM,5/27/2022 14:26,2090,1632.440186,525,1,23,34,-120,23.47281456,0.809124172,0.54939697,0.321604433,1.973730576
SUM,5/27/2022 14:27,2086,1579.046631,516,1,24,34,-120,23.80482101,0.789236426,0.550792166,0.326779457,1.916977338
SUM,5/27/2022 14:30,2089,1513.671875,193,1,24,34,-120,24.27211952,0.761421084,0.552799502,0.127504516,3.458351108
